encoding,model,accuracy,precision,recall,F1,AUC
ordinal,svm,0.921,0.9,0.745991360221927,0.7974561518207154,
gray,svm,0.925,0.9231886534518113,0.7483142405935879,0.8045729919874927,
rankhot,svm,0.893,0.8338652482269504,0.6573375445984676,0.7014500598494974,
count,svm,0.921,0.9043467378608376,0.7429749580126839,0.7958186766465674,
minhash,svm,0.887,0.796232012118152,0.6568696262502194,0.6955417067446943,
similarity,svm,0.886,0.7911704727657654,0.6562889061573041,0.6941535027472527,
gap,svm,0.913,0.8544100746983336,0.7473784038970914,0.7870981477538854,
sum,svm,0.896,0.8240161960071523,0.6832109225511577,0.7256342070828585,
helm,svm,0.887,0.7986989812471612,0.6538532240409762,0.6929139207826618,
polynomial,svm,0.885,0.8082569884895466,0.6315769683904444,0.6702518415717804,
backdiff,svm,0.895,0.8427304964539006,0.6615153869935411,0.7070304325625909,
target,svm,0.933,0.9070796460176991,0.7951896322663123,0.838466638538967,
mestimate,svm,0.935,0.9128410766961652,0.7993674746613859,0.8432885299258633,
jamesstein,svm,0.937,0.9150527173175257,0.8065617192657024,0.849221335898964,
loout,svm,0.935,0.9202499521164528,0.7933346702428997,0.8409353977471558,
glmm,svm,0.933,0.9037399882347618,0.7982060344755555,0.8396480873846124,
catboost,svm,0.935,0.9061111111111111,0.805400279079872,0.8455613133465913,
woe,svm,0.936,0.9105371136447717,0.8059809991727872,0.847385038010664,
onehot,lgr,0.864,0.7069109611057538,0.6344638574854402,0.6581402831402832,
binary,lgr,0.871,0.7338102653948478,0.6204304848803884,0.6494327060262246,
basen,lgr,0.874,0.7518743837323957,0.6131234385314048,0.6436490338929364,
hash,lgr,0.876,0.8516309910551377,0.5660224433693464,0.5835516328806136,
ordinal,lgr,0.871,0.7373709641994289,0.6083648760434162,0.6368151220047805,
gray,lgr,0.862,0.6968711355050736,0.5971055907886931,0.6200398682804876,
rankhot,lgr,0.864,0.7069109611057538,0.6344638574854402,0.6581402831402832,
count,lgr,0.868,0.7233379563752949,0.6036063135554275,0.6300406955234924,
minhash,lgr,0.862,0.6994186286232631,0.6212368084626376,0.6447656998115714,
similarity,lgr,0.864,0.7069109611057538,0.6344638574854402,0.6581402831402832,
gap,lgr,0.857,0.6811061745272271,0.6062675991610893,0.6273858380561527,
sum,lgr,0.864,0.7069109611057538,0.6344638574854402,0.6581402831402832,
helm,lgr,0.864,0.7069109611057538,0.6344638574854402,0.6581402831402832,
polynomial,lgr,0.864,0.7069109611057538,0.6344638574854402,0.6581402831402832,
backdiff,lgr,0.864,0.7069109611057538,0.6344638574854402,0.6581402831402832,
target,lgr,0.868,0.7199183223847714,0.636786737857101,0.6629213483146067,
mestimate,lgr,0.865,0.7099075402518731,0.6320281753691124,0.6566274713283939,
jamesstein,lgr,0.867,0.7165470991890206,0.6392224199734289,0.6643710995757953,
loout,lgr,0.859,0.686405529953917,0.6013962349284335,0.6233159417502184,
glmm,lgr,0.863,0.7029891304347826,0.6248339307647959,0.6487530734106077,
catboost,lgr,0.853,0.6621118404443322,0.58584630553397,0.6039347866501774,
woe,lgr,0.866,0.7132014132376845,0.6326088954620276,0.6578140960163432,
onehot,dt,0.918,0.8211922015569963,0.8588724838944176,0.8383268006845479,
binary,dt,0.92,0.8237643937228343,0.8690831307079772,0.843992542843548,
basen,dt,0.924,0.8372131971194106,0.8533075978241796,0.8449625054059127,
hash,dt,0.829,0.6575592251137823,0.680499502836755,0.6674387533037335,
ordinal,dt,0.924,0.8391363595564296,0.8472747934056936,0.8431294842262569,
gray,dt,0.915,0.8175893743793445,0.8420483125694567,0.82908354597351,
rankhot,dt,0.918,0.8252506160729238,0.8407740706389593,0.8327227032011162,
count,dt,0.92,0.8319091141769664,0.8359027064063035,0.8338870431893687,
minhash,dt,0.921,0.836567265795207,0.8304506220807326,0.8334650856389987,
similarity,dt,0.912,0.8099746483297063,0.846338956709197,0.8264970543931733,
gap,dt,0.921,0.8325545171339563,0.8425162309177048,0.8374187865679106,
sum,dt,0.914,0.8127698250397637,0.8565496035227567,0.832291983556814,
helm,dt,0.924,0.8391363595564296,0.8472747934056936,0.8431294842262569,
polynomial,dt,0.903,0.7947058823529412,0.8139648559897726,0.8038339343025689,
backdiff,dt,0.926,0.8454198313822809,0.8454198313822809,0.8454198313822809,
target,dt,0.92,0.8328863041970604,0.8328863041970604,0.8328863041970604,
mestimate,dt,0.925,0.8475946096913839,0.8327735024523935,0.8399347787578513,
jamesstein,dt,0.926,0.8518587741079932,0.8303378203360656,0.8405777119023818,
loout,dt,0.861,0.4305,0.5,0.4626544868350349,
glmm,dt,0.919,0.8303156146179402,0.8323055841041452,0.8313058799272741,
catboost,dt,0.931,0.8552325581395348,0.8573726384745861,0.8562976014195298,
woe,dt,0.929,0.8563224409998603,0.8411291872425404,0.8484715905574324,
