encoding,model,mae,mse,rmse,nrmse,r2
loout,knn,25.781029126213593,11985.162260854366,109.47676584944573,17.105744663975894,-0.007149075151732465
glmm,knn,26.132524271844655,11993.3645681165,109.5142208487852,17.111597007622688,-0.007838339593328802
catboost,knn,26.87899029126214,12031.738351533979,109.68928093270544,17.138950145735226,-0.011063003526767368
quantile,knn,25.908368932038833,11991.639468621353,109.50634442177929,17.11036631590301,-0.007693374316825485
summary,knn,25.908368932038833,11991.639468621353,109.50634442177929,17.11036631590301,-0.007693374316825485
onehot,svm,19.636016469596075,12146.114738275863,110.20941311102179,16.85159221881067,-0.030400394400241115
binary,svm,19.635824767475903,12146.347015415824,110.21046690498967,16.8517533493868,-0.03042009933978629
basen,svm,19.63564012195567,12146.5337894035,110.21131425313601,16.85188291332355,-0.03043594407653627
hash,svm,19.63585652550794,12146.307815342867,110.21028906296756,16.851726156417058,-0.03041677385081254
ordinal,svm,19.635390903081888,12146.637717623727,110.21178574736791,16.8519550072428,-0.030444760696617612
gray,svm,19.635823223373038,12146.357785188728,110.21051576500642,16.851760820337372,-0.030421012979949147
rankhot,svm,19.63605161807248,12146.095830425857,110.2093273295226,16.851579102373485,-0.030398790376524598
count,svm,19.634186251559672,12145.015165341278,110.20442443632324,16.850829424514256,-0.030307113510847028
minhash,svm,19.69404640039721,12129.00300869182,110.13175295386803,16.83971757704404,-0.02894874230471922
similarity,svm,19.636015411735535,12146.115004613048,110.209414319345,16.851592403569573,-0.030400416994621926
gap,svm,19.636112509682313,12146.070647668976,110.20921307980097,16.85156163299709,-0.030396654028961523
sum,svm,19.63601686392619,12146.127471779795,110.20947088059081,16.851601052078106,-0.030401474631060355
helm,svm,19.63604471585689,12146.048697060642,110.20911349367003,16.851546405759944,-0.030394791876662497
polynomial,svm,19.636030203483394,12146.120042609116,110.20943717581139,16.85159589844211,-0.030400844386692993
backdiff,svm,19.636036832451136,12146.10547824928,110.20937109996264,16.85158579510132,-0.030399608837511805
target,svm,19.50596457720147,12251.653114371897,110.68718586345891,17.294872791165453,-0.029543099597542977
mestimate,svm,19.505960872047453,12251.667796691385,110.68725218692252,17.294883154206644,-0.029544333396816613
jamesstein,svm,19.50619732542357,12251.66359138869,110.68723319059289,17.294880186030138,-0.02954398001263825
loout,svm,19.50615234918664,12251.626664233856,110.68706638191229,17.294854122173795,-0.02954087691323659
glmm,svm,19.5060746646383,12251.619549487414,110.6870342428932,17.294849100452062,-0.02954027903978762
catboost,svm,19.50499208066232,12251.36799760948,110.68589791662478,17.29467154947262,-0.02951914038219594
quantile,svm,19.50607032558376,12251.624425644528,110.68705626966745,17.294852542135537,-0.02954068879787175
summary,svm,19.506200833299946,12251.537453298883,110.68666339401004,17.29479115531407,-0.02953338025122254
onehot,lgr,24.526692236653524,11613.674532130455,107.76675986653053,16.47809783891904,0.014768502010550688
binary,lgr,24.44169621231337,11723.884322875507,108.27688729768467,16.55609897518114,0.005418992780853671
basen,lgr,24.505713880409225,11809.936901087365,108.6735335814906,16.616748254050552,-0.001881169652919068
hash,lgr,24.561430450487286,11744.240781019827,108.3708483911602,16.5704661148563,0.003692078211670391
ordinal,lgr,24.47322003495248,11791.45840606389,108.58848192172083,16.60374341310716,-0.0003135697273142224
gray,lgr,24.25809868204407,11729.52134478621,108.30291475665007,16.5600787089679,0.004940783104328217
rankhot,lgr,24.526692236653204,11613.674532130439,107.76675986653045,16.47809783891903,0.01476850201055202
count,lgr,24.58376556663215,11792.058978295847,108.5912472453275,16.60416624546292,-0.00036451851859498063
minhash,lgr,24.488269230769227,11614.26915685096,107.76951868154075,16.478519676076566,0.014718057768936754
similarity,lgr,24.526692236653723,11613.674532130422,107.76675986653038,16.47809783891902,0.014768502010553353
gap,lgr,24.46069750565749,11612.664389200463,107.76207305541436,16.477381201133696,0.014854196217784166
sum,lgr,24.5266922366532,11613.674532130444,107.76675986653048,16.478097838919034,0.014768502010551687
helm,lgr,24.526692236653197,11613.674532130439,107.76675986653045,16.47809783891903,0.01476850201055202
polynomial,lgr,24.526692236653155,11613.67453213044,107.76675986653046,16.47809783891903,0.014768502010551798
backdiff,lgr,24.5266922366532,11613.674532130444,107.76675986653048,16.478097838919034,0.014768502010551687
target,lgr,24.681899713651504,11864.958204976685,108.92638892837991,17.01974827005936,0.002952031622775464
mestimate,lgr,24.80418734436,11876.347504975365,108.97865618998688,17.02791502968545,0.0019949546378638106
jamesstein,lgr,24.886768605679844,11860.01586349208,108.90369995317918,17.016203117684245,0.0033673513778997854
loout,lgr,27.338085743739576,11948.18474797667,109.30775246054907,17.079336321960792,-0.004041744012977633
glmm,lgr,24.684175357971842,11828.042973404521,108.75680656126549,16.993251025197733,0.006054129076920933
catboost,lgr,25.191150518174776,11971.606079555955,109.41483482396688,17.096067941244826,-0.006009908642333084
quantile,lgr,24.809711738763475,11856.534235615498,108.88771388735967,17.013705294899946,0.0036599229943372613
summary,lgr,24.855118784396716,11824.49469305291,108.74049242601815,16.990701941565334,0.0063523017004303295
onehot,dt,30.249038461538458,13885.882332692303,117.83837376972029,18.018099964789034,-0.17799139399802089
binary,dt,23.57456730769231,9544.635928124997,97.69665259426752,14.938326084750384,0.1902927943077578
basen,dt,21.92519230769231,9403.696574519228,96.97265890197725,14.827623685317622,0.2022492074218425
hash,dt,26.568317307692308,12930.038236778844,113.71032599011774,17.38689999848895,-0.09690356018144541
ordinal,dt,24.70668269230769,12498.824828124996,111.79814322306518,17.094517312395286,-0.06032211204581972
gray,dt,23.344182692307694,12403.292129567304,111.37006837372105,17.029062442464994,-0.05221771550477916
rankhot,dt,22.519519230769227,9470.768888942306,97.31787548514562,14.880409095588016,0.19655921183690972
count,dt,24.81855769230769,9563.072977403845,97.79096572487586,14.952747052733312,0.18872871037986316
minhash,dt,29.36264423076923,13274.773641586537,115.21620390199695,17.617156559938373,-0.12614875543373372
similarity,dt,30.67701923076923,13873.621689423075,117.78633914602777,18.010143600310055,-0.1769512777194875
gap,dt,27.92278846153846,13228.293777884612,115.01431988185041,17.586287443708013,-0.1222056945519514
sum,dt,30.413749999999997,13776.557512499996,117.37358098183763,17.947030731167835,-0.1687169601340872
helm,dt,31.173076923076923,13848.789569230763,117.68088021947645,17.994018382182944,-0.17484467597964737
polynomial,dt,30.76307692307692,13349.99937307692,115.54219736995191,17.667002655955947,-0.1325304359189734
backdiff,dt,23.43822115384615,12448.760858894231,111.574015159867,17.06024696634052,-0.056074998071335536
target,dt,22.93679611650486,9542.052833495147,97.68343172460285,15.263036206969195,0.19815272608428303
mestimate,dt,25.358398058252426,12611.666671116503,112.30167706279592,17.547137041061863,-0.05979611685553121
jamesstein,dt,25.28004854368932,12616.062227427185,112.32124566361959,17.55019463494056,-0.06016548861510573
loout,dt,32.67640776699029,12854.562371844659,113.377962461162,17.715306634556562,-0.08020736995518285
glmm,dt,24.549077669902914,12594.58223762136,112.22558637682121,17.535247871378314,-0.05836046074845247
catboost,dt,35.08582524271845,14930.742636893205,122.19141801654159,19.092409065084624,-0.25467501488824884
quantile,dt,26.130776699029123,12693.484600485439,112.66536557649577,17.603963371327463,-0.066671522469679
summary,dt,30.67194174757282,14059.063562135918,118.57092207677192,18.526706574495613,-0.1814252119349482
